acronym_,expansion,id,text
IP,intellectual property,EXT,"Although over the past several years security community has focused on hardware obfuscation as a promising protection mechanism against IP piracy and reverse engineering , Another rising threat against IP protection is continuous progress and automation in reverse engineering methods and related tools like deprocessing , plasma etching , imaging , probing and netlist extraction has facilitated and reduced the time requirement for reverse engineering ."
CLS,constrained least squares,EXT,Figure shows a typical CLS polynomial weighting function .
GSR,group sparsity residual,EXT,"eq:4 , it is clear that one important problem of the proposed GSR based image denoising is the determination of ."
PM,point multiplication,EXT,p32 used NAF and window methods to improve performance for PM algorithm .
LR,logistic regression,EXT,Parameters for LR and RF are analyzed by comparing the results on the training data set and then used to predict the test data .
PI,purchase intention,EXT,"L ) Magnitude of the correlation between trust and sales , ( M ) Magnitude of the correlation between trust and price , ( N ) Magnitude of the correlation between trust and history , ( O ) Magnitude of the correlation between PI and sales , ( P ) Magnitude of the correlation between price and PI , ( Q ) Magnitude of the correlation between history and PI , ( R ) Magnitude of the correlation between price and sales , ( S ) Magnitude of the correlation between history and sales , ( T ) Magnitude of the correlation between history and price ."
ISI,interspike intervals,EXT,use of the microelectrode array mea system to record spontaneous neuron activity from networks of cultured SN has potential as a good risk evaluation method for druginduced seizure events spontaneous EA in neural networks consists of action potential spikes and organized patterns of action potential bursts in both potentiated rodent primary neurons and human induced pluripotent SC ipscderived SN an epileptogenic response DP manifests as a synchronized burst from spatially separated neurons here we delineate how to perform mea experiments using cultured neurons and how to analyze the mea data to detect druginduced seizurogenic CA usually a drugs effects as shown by mea data include changes in spike frequency ISI isi burst frequency burst duration spikes in a burst etc subsequently seizurogenic events are evidenced by changes in synchronized burst phenotypes from spatially separated multiple channels in an mea probe such as a change in the cross correlation of the spike events from all channels in an mea probe or a NC in histogram from the sum of isi for all channels in a probe etc we attempted to depict an epileptogenic marker using a histogram of the sum of spikes for all channels in an mea probe verification of these metrics for drug induced abnormalities is ongoing in various collaboration organizations including the consortium for safety assessment using human ips cells csahi ips nonclinical experiments for the NS incens collaboration networks for the utilization of ipscderived cells during drug OD are also summarized here
FJ,featherweight java,EXT,"The design of has been driven by the aim of making it a subset of Java8 , while preserving the elegance and compactness of FJ ."
RE,relation extraction,EXT,"As a test , we ran our model again , this time using ground - truth entities in the RE module ( as opposed to predicted entities ) and found that the model very quickly reached almost perfect performance for RE on the test set ( 98 ) ."
SS,social status,EXT,"Twitter - spam Detection with Cascaded approach ( Cascaded - Filtering)In previous sections , we proposed TSP - Filtering and SS - Filtering using partial information ( i.e. , up to the 2-hop social network of a user ) for lightweight and real - time spammer detection ."
CB,causal box,EXT,remarkNote that Definition definition : CB only considers trace - preserving causal boxes .
GP,geometric programming,EXT,"ApproximationsIn order to convert the optimization problem formulated in Rmax - epsilon to a GP standard form , we propose to apply approximations for the objective and constraint functions ."
PGFM,prostaglandin f alpha metabolite,EXT,the effects of lipopolysaccharide escherichia coli ob administered h after ovulation in the second oestrus after weaning on the hormonal profiles in swedish F1 landrace x yorkshire multiparous sows were studied the endotoxin group egroup sows were po with ngkg of lipopolysaccharide lps whereas the control group cgroup sows were po ml of saline intravenously via an indwelling jugular cannula blood samples for hormonal analyses were collected from all sows until slaughter in the egroup progesterone cortisol and FP alpha metabolite C2 increased significantly p following lps compared with the cgroup it can be concluded from this T0 that apart from elevating cortisol and PGFM lps also elevates progesterone C2
OP,original precision,EXT,"The inputs of S are expected to be equal to those of OP , but the conversion by sprintf is not precise enough under Windows ."
RS,relay station,EXT,"Although the gap between FD and HD is kept constant at high SNR in the case of NoRS , RS appears to be even more preferable at the same SNR regime , as expected ."
DHS,department of health services,EXT,several studies have suggested a possible role of human papillomavirus hpv in the pathogenesis of endometrial carcinoma the aim of the T0 was to investigate the presence of hpv dna in endometrium cancers and nonneoplastic endometrium sixty endometrial adenocarcinomas with and without squamous differentiation and the nonneoplastic endometrium tissue of fiftysix of the same patients were analyzed for the presenced with fever headache muscle pain vomiting leukopenia and TP a rapid diagnostic test rdt dengue duo standard diagnostics inc was positive for dengue virus denv nonstructural protein ns during the next week seven more persons with suspected dengue were tested with the rdt of whom three were rdtpositive for ns or antidenv immunoglobulin m igm during october the kosrae state DHS with support from the fsm department of health and social affairs and the world health organization who responded to the outbreak with enhanced surveillance training in clinical management analysis of hospital surge capacity a rapid mosquito survey to identify species and distributions and control measures by march approximately of kosrae state residents had been hospitalized with suspected dengue the outbreak consumed scarce medical and public health services including outpatient inpatient and laboratory services resulting in redirection of human and material resources from other important medical and public health activities because the health consequences of dengue can be substantial in resourcelimited settings pacific island nations might wish to consider preparedness measures for dengue outbreaks such as developing and testing outbreak response plans and ensuring adequate capacity for epidemiologic surveillance and laboratory testing
MSC,multi - layer same - resolution compressed,EXT,"Comparison with Deep Feature - based TrackersWe compare the proposed MSC - trackers with 6 state - of - the - art deep feature - based CF trackers : CCOT , MCPF , CREST , DeepSRDCF , CF2 and HDT ."
RDF,resource description framework,EXT,"The gathered tools focus on RDF querying with free , open source development : Redland , Menthok , Stardog , Virtuoso , and HDT ."
DL,description logics,EXT,"However , we see a potential of the integration of our ideas into a DL and of adapting attribute exploration accordingly ."
PSL,power service layer,EXT,"With CAPI FPGA attached to a PCIe , the PSL layer is used to access shared memory regions and cache areas as though they were a processor in the system ."
BN,batch normalization,EXT,"Moreover , in addition to adding BN between fully connected layers as in Figure , we also utilize BN in the calculation of the term in Equation elbo : where ."
ICC,intraclass correlation coefficient,EXT,ICC CI width distributions are shown for all features ( a ) and for features acquired using a uniform spacing of 1 mm ( b ) .
DA,data assimilation,EXT,"Data assimilation ( DA ) is a technique that has been widely used in fields such as meteorology , hydrology and oceanography , and is one of the main reasons that weather forecasts have improved so substantially in recent decadespkalnay_atmospheric_2003 ."
BC,blockchain,EXT,Hyper - ledger Fabric introduces a novel framework in BC that separate the execution phase from consensus and implement policy - based endorsements .
CRM,channel reliability measurement,EXT,"As can be seen from Table , the CRM method is effective to improve tracking performance ."
RT,random target,EXT,"Most schemes developed in this paper , such as schemes RT to IO in Table , can achieve the optimal gain ."
SVM,support vector machine,EXT,C - SVM with polynomial kernel .
CC,core connected,EXT,"We demonstrate that the more a network conforms to the CC property across the time steps , the higher the accuracy of our predictions ."
TIA,trypsin inhibitor activity,EXT,the sensitivity of outward naca exchange current to charged amphiphiles and phospholipids was tested in giant excised IO membrane patches from guineapig and rabbit myocytes screening of membrane surface potentials with dimethonium mm spermine microm and spermidine microm was without effect while the positively charged ionic detergents hexadecyltrimethylammonium and dodecyltrimethylammonium strongly inhibited steadystate outward exchange current microm interventionsate barrows initially averaging kg were fed cornstarchbased diets cp lysine kcal of mekg supplemented with raw unheated conventional soybeans raw lowtrypsininhibitor soybeans heated conventional soybeans heated lowtrypsininhibitor soybeans or solventextracted soybean meal heating was achieved by autoclaving soybeans after grinding for min at degrees c the urease MICs of the two raw soybean sources were similar but the TIA of the raw lowtrypsininhibitor soybeans was about onehalf that of the raw conventional soybeans the lower TR inhibitor activity of the raw lowtrypsininhibitor soybeans was associated with an improvement in the AD of amino acids and n compared with the raw conventional soybeans p less than heating reduced the urease and TR inhibitor activities and improved p less than the AD of amino acids and n in both types of soybeans however the heated conventional soybeans contained more trypsin inhibitor activity than the heated lowtrypsininhibitor soybeans and the digestibilities of the amino acids were lower p less than although the urease and trypsin inhibitor activities of the two heated soybean sources were similar to or less than those of soybean meal the digestibilities of amino acids were not as great p less than in the heated soybeans as in soybean mealabstract truncated at words
AKS,almost known sets,EXT,"With the increasing amount of the queries , such AKSs will become more and more , and then some of them might be combined together generating a larger set ( for example , a previous AKS and a new AKS will be combined together into a larger one , and previous two AKSs and will be linked together by a new AKS , becoming a larger one ) ."
RWA,recurrent weighted average,EXT,t   Classifying by sequence length  Plot comparing the performance of the RWA and LSTM models when classifying sequences by length .
NP,new persian,EXT,"Proto - Iranian * u- surfaces as Middle Persian g- before * r and * i , but is otherwise unchanged in Middle Persian ( with a few stray exceptions ; see below):noitemsepPIr * urtka- MP gurdag NP gurdah """" ""kidneyPIr"" * urka- MP gurg NP gurg """" ""wolfPIr"" * urpa - ka- Phl gwlbk /gurbag/ NP gurbah """" cat """" ( cf ."
SCA,successive convex approximation,EXT,"Compared to SCA , the proposed Algorithm 3 grows linearly with the number of users ."
SAD,spectral angle distance,EXT,"From the results , our proposed method achieves the best overall scores for both SAD and RMSE metrics compared to other methods ."
TC,transcobalamin,EXT,the fraction of total plasma vitamin b bound to TC holotcb ratio may reflect tissue C2 of the vitamin but its clinical relevance is unclear
NP,neural processes,EXT,"Considering the fact that these differences in performance are consistent across different model parameters and repetitions , it can be concluded that sMT - GPTR and NP are capturing different characteristics of the underlying biology of impulsivity ."
LA,logical access,EXT,"The ASVspoof 2019 LA and PA datasets were released as part of this year ""s"" challenge ."
CES,cauda equina syndrome,EXT,a universal goal of anesthesia providers is to provide the safest most effective anesthesia and analgesia for their patients when reports emerge showing problems or complications with an agent or technique that previously was thought safe recommendations often are adopted in anesthesia departments to avoid or abandon the agent or technique or alternatives are sought hyperbaric lidocaine has been an ERP and safe spinal anesthetic agent for short procedures for years during the past decade controversy arose over its use because it was implicated as the cause of transient neurologic PS and CES use of bupivacaine or tetracaine results in a much lower incidence but these agents are not as well suited to brief or OP procedures as is the shorter acting lidocaine substantial research has been conducted detailing the search for reasons these complications occur and how to prevent them a sample of the findings is summarized in an attempt to present current knowledge about the apparent causes and prevention of TNS there is promising research showing that safe and ERP shortacting intrathecal anesthesia can be accomplished with procaine prilocaine meperidine and sufentanil
DVS,dynamic vision sensor,EXT,"With our DVS gesture dataset also , we obtained decent recognition rates by combining the motion maps alone , nearly same as that given by existing feature descriptors ."
MAPE,mean absolute percentage error,EXT,The average holdout MAPE from the cross validation is 10.2 .
RNN,recurrent neural network,EXT,"We can see that the two - stream RNN consistently outperforms the individual temporal RNN and spatial RNN , which confirms that the spatial and temporal channels are both effective and complementary ."
TRI,toyota research institute,EXT,"Any opinions , findings , conclusions , or recommendations expressed in this material are those of the authors and do not necessarily reflect the views of the NSF , the TRI , any other Toyota entity , or others ."
BF,basic feature,EXT,The BF multi - classifier takes the basic features from the user profiles and tweets as an input .
MFC,medial frontal cortex,EXT,this T0 examined the contribution of MFC the medial portion of supplementary motor SC or fr to the performance of rats on trained or skilled reaching tasks unilateral medial frontal SC lesions moderately impaired reaching success on a task that demanded accuracy but they did not impair performance on a less demanding reaching task nor did they affect limb preference kinematic analyses indicated that the aiming component in which the forearm of the limb is aligned along the midline of the body by adduction of the elbow was chronically impaired rather than adducting the elbow to aim the rats used a number of limb and whole body postural adjustments to compensate for incomplete or absent aiming that MFC is involved in the execution of at least one component of skilled reaching implies that a larger area of FC cortex is involved in skilled limb movement than has been suggested by previous studies the results also suggest that the different regions of FC SC may each have a relatively selective involvement in the execution of only a subset of the movements comprising a reach
RP,readiness potential,EXT,online response preparation was assessed in a visual search task using rapid serial visual presentation in each trial a series of letters was presented sequentially and participants were instructed to make a targetpresent response if a prespecified target letter was presented or a targetabsent response if it was not measurements of response preparation using both probe reaction time and the lateralized RP indicated that preparation of the targetabsent response increased near the end of the sequence most of the increase appeared to be due to direct priming of the targetabsent response by nontarget letters but part was due to the increased conditional probability of this response near the end of the sequence these results extend previous studies of response preparation by showing online response preparation during a temporally D2 reaction time task
MD,mean diffusivity,EXT,tabularp0.8cmp5.5cmp6 cm 3cAmyloid Load ( PiB Positivity ) Set 1 & PiB Angular L / R & PiB Cingulum Ant L / R & PiB Cingulum Post L / R & PiB Frontal Med Orb L / R & PiB Precuneus L / R & PiB Temporal Sup L / R & PiB Temporal Mid L / R & PiB SupraMarginal L Set 2 & FA Cerebral peduncle R & FA Cerebral peduncle L & MD Corticospinal tract R & MD Corticospinal tract L & Trail - Making Test Part A Score & MD Cerebral peduncle R & PET Cingulum Post R & tabular Group difference across Amyloid Load ( PiB Positivity)tabletable  ! 
ICH,intracerebral haemorrhage,EXT,we present a possible mechanism of IC peritumoural haemorrhage in meningioma based on the clinical data of three of our cases a meningioma manifesting intracerebral haemorrhage is uncommon and some sporadic case reports have been presented but without any proven mechanisms we are presenting three cases of convexity meningioma manifesting spontaneous ICH with apoplectiform ON all three patients had no evidence of one tendency or other predisposing AF for haemorrhage preoperative radiological studies showed a solid mass attached to the dura with IC peritumoural haematoma total removal of the tumour and haematoma could be achieved in every case histological investigation revealed extensive tumour infarction in two cases and fibrosis related to preexisting ischaemia in the other case the diagnoses were atypical meningioma in two cases and transitional type in one case we suggest that extensive tumour infarction might be a cause of spontaneous IC peritumoural haemorrhage in our series of patients
BS,base station,EXT,"Also , the interference from D2D users to the typical D2D receiver in the -th band is given bySimilarly , the received signal by the typical base station is given by The SINR of the typical BS in -th band is as follows ."
SAR,synthetic aperture radar,EXT,"In this paper , we attempt to discuss three issues that are seldom studied before in detail : ( 1 ) what network and source tasks are better to transfer to SAR targets , ( 2 ) in which layer are transferred features more generic to SAR targets and ( 3 ) how to transfer effectively to SAR targets recognition ."
FC,fully connected,EXT,"Besides this , for all single networks , fusing the features from different abstraction levels leads to better classification performance compared to extracting features from a single FC layer ."
AP,access point,EXT,"As mentioned before , we define the AP as the sensor node that can communicate with the outside information world ."
RL,reinforcement learning,EXT,"In this work , we apply deep meta - RL to NAS , which , to the best of our knowledge , is a novel contribution ."
PCA,principal component analysis,EXT,"Dimension ReductionIn this section , we provide an overview of linear dimension reduction technique such as PCA and nonlinear dimension reduction technique such as Isomap and autoencoders ."
RF,random forest,EXT,The best performance following the conventional pattern recognition pipeline is achieved by the corrAngle feature and RF classification .
BDT,bi - directional domain translation,EXT,"One interesting observation is that BDT - ST could capture the correspondence of local structure information , while BDT - Im behaves like CVAE and focuses on global pose / structure information ."
RNN,recurrent neural network,EXT,"Compared with stacked RNN , hierarchical RNN is designed according to human body kinematics and has fewer parameters ."
CNN,convolutional neural network,EXT,"In the case of the logmelspec - CNN baseline , the typical error rate is of the order of , but varies between and between folds ."
CRF,conditional random field,EXT,"Although we posit that CRF is not strictly necessary , the overall architecture of our model is otherwise identical to a standard Bi - LSTM - CRF sequence tagging model used for POS tagging and NER ."
BC,blockchain,EXT,QUORAM is also a permissioned public BC and based on Ethereum .
GP,geometric programming,EXT,FEW allows GP to provide readable feature transformations to users while still utilizing existing modeling techniques for making predictions .
SVD,singular value decomposition,EXT,For SVD we set .
IS,information systems,EXT,"Thus , as opposed to CS , IS ""s"" primary focus is on an organization ’s mission and objectives and the application of information technology to further these goals ."
BNN,bayesian neural networks,EXT,"a4paper , total=150mm,247 mm , left=30 mm , top=30 mm , 2em 1.5em .5em 1.5em ""1.5em.tifpng.pngconvert"" # 1 """" dirname # ""1/basename"" # 1 "".tif.pngComment"" on Adv - BNN : Improved Adversarial Defense through Robust Bayesian Neural Network1 , 2Roland S. Zimmermann1Georg - August University of Gottingen , Germany2University of Tubingen , Tubingen , GermanyDated : A recent paper by Liu et al ."
SBM,sequential monte carlo,EXT,"As in the SBM introduced in Section , the groups of nodes and arise from a multinomial distribution , and the edge variable follows a Bernoulli distribution with parameter , where and represent the memberships in the groups , not the topics ."
PSD,particle size distribution,EXT,aerobic LG were cultivated under temporal alternating aerobic and anoxic conditions without the presence of a carrier material in a sequencing batch reactor sbr with a high column heightcolumn diameter ratio the reactor was operated for h per cycle aerobic h anoxic h to determine a new parameter for the definition of aerobic granules a protocol of diamidinophenylindole hydrochloride IF and fluorescence image processing was developed the dtm analysis showed that the increase in the COD cod loading rate promoted no more growth of the aerobic LG it was inconsistent with the results of the analysis of the sludge BVI svi value but matched well with the results of the cod and nitrogen removal of the sbr and the PSD by lspsa the optimum cod loading rate for aerobic granulation in the sbr was kgmd when dtm was correlated with the biomass concentration and the svi value during the period of granule formation dtm could be used as a more CS and accurate parameter for classifying aerobic LG and optimizing the operational conditions for aerobic granulation processes
MPV,main portal vein,EXT,immunologic CA have been reported in idiopathic portal hypertension though the exact immunologic mechanisms leading to various portal venopathies in this disease remain unsettled recently aberrant expression of DR antigen on target cells has been noted in the organspecific AD in this T0 the expression of DR antigen on the hepatic vasculature was surveyed IHC in IPH n and in control livers normal livers n chronic active SH n and cirrhosis n endothelial cells of hepatic veins and hepatic arteries occasionally expressed DR antigen and there was no difference in the expression between IPH and controls EC cells of the MPV within the small and mediumsized portal tract did not express DR antigen in idiopathic portal hypertension and controls by contrast EC cells of the smaller venous radicles including inlet venules in these portal tracts other than the MPV more frequently expressed hladr antigen in IPH than in chronic active hepatitis cirrhosis and NL these data raise the possibility that the smaller A-V radicles in the small and mediumsized portal tracts are targets of immunologic attack in IPH
MSD,million song dataset,EXT,"Note that the baseline results in Table are computed on the official SHS and MSD datasets , which is slightly different ."
DE,differential evolution,EXT,"The DE method extended by the global optimum invariant symmetry breaking is denoted by DE - INV - SB , DE extended by the proposed global optimum variant symmetry breaking , described by Algorithm , is denoted by DE - SB and DE with global optimum variant ideal symmetry breaking using brute force search is denoted by DE - SB - BF ."
MCD,magnetic circular dichroism,EXT,a detailed study of the effect of temperature on the mcd MCD spectra of cytochrome c oxidase and some of its derivatives was undertaken to characterize the spin states of haem a and a the fully reduced enzyme contains haem a in its HS form and haem a in the lowspin state this conclusion is reached by comparing the spectrum with that of the mixedvalence co derivatives and its photolysis product the cyanide derivative of the fully reduced enzyme contains both haem a and a in the LS ferrous form the mcd spectra of the fully oxidized derivatives are consistent with the presence of one LS ferric haem group assigned to a which remains unaltered in the presence of ligands haem a is high spin in the resting enzyme and the fluoride derivatives and low spin in the cyanide form the partially reduced formate and cyanide derivatives have temperaturedependent mcd spectra due to the presence of high and LS haem a respectively haem a is LS ferrous in both a comparison of the magnitude of the temperaturedependence of haem a in the fully oxidized and partially reduced forms shows a marked difference which is tentatively ascribed to the presence of antiferromagnetic coupling in the fully GSSG of the enzyme and to its absence from the partially reduced derivatives owing to the reduction of both cu ions
ISP,internet service providers,EXT,They simply imply a pattern in the congestion rates of the corresponding ISP and ASN .
SO,smart object,EXT,"figure  h  figure / SOenforcement.png Privacy enforcement by SO roles fig : SOenforcementfigure In order to push privacy preference enforcement at object level , we have to first complement the processed data with privacy meta - data that specify , for each piece of sensed or newly created data , all information needed to enforce privacy preferences ( see Figure fig : SOenforcement ) ."
FEC,forward error correction,EXT,"This scheme uses real - time monitoring of the decoder buffer occupancy and the channel state , to calculate the optimal parameters for FEC redundancy ."
CVI,chronic venous insufficiency,EXT,in patients with a CVI stage iiii transcutaneous oxygen tension was measured above the medial ankle and the leg ulcer edges respectively at degrees c the measurement point was biopsied and evaluated immunfluorescencehistologically for pericapillary fibrin cuffs pcf Fn cuffs are associated with decreased tcpotensions all pcfpositive biopsies were from areas with a tcpo less than mmhg the difference of pcfpositive and pcfnegative biopsies concerning the mean tcpo was significant wilcoxonutest p less than the evidence of pericapillary fibrin cuffs associated with tcpo tensions up to mmhg proves that this phenomenon alone cannot be a DWI barrier
PC,principal component,EXT,"@X rr rr @ & 2 cCNS & 2 cMDC ( lr)2 - 3(lr)4 - 5 & PC 0 & PC 1 & PC 0 & PC 1 Social circle size , & 0.41 & 0.18 & -0.36 & 0.04 Activity space size , & 0.42 & -0.23 & -0.40 & -0.05 New ties / week , & 0.33 & 0.27 & -0.24 & -0.35 New locations / week , & 0.39 & -0.11 & -0.37 & -0.22 Social circle entropy , & 0.29 & 0.33 & -0.36 & -0.23 Activity space entropy , & 0.38 & -0.10 & -0.35 & 0.13 Social circle stability , & -0.12 & -0.50 & -0.11 & 0.56 Activity space stability , & -0.06 & -0.50 & -0.03 & 0.62 Social circle rank turnover , & -0.17 & 0.26 & 0.28 & -0.19 Activity space rank turnover , & -0.35 & 0.37 & 0.42 & -0.18 T=30 , Principal Components ."
TS,tabu search,EXT,Since TS - RF has reduced the number of features due to which the time complexity is also reduced significantly .
CNN,convolutional neural network,EXT,"Pugeault Bowden developed a pre - attentive model using gist and random forests , while the deep network models are CNN or CNN LSTM based , Bojarski et al used a convolutional neural network to map images to steering command ."
